CUSTOMERID,CardAccountNumber,CardNumber,isActive
D-8617826,JBBL9879,7696-1663-9326-7766,1
D-8622769,ZEMZ5877,7696-5548-5415-6503,1
D-8629097,VGVG2498,7696-4551-2552-6993,1
D-8650872,PNQH3357,7696-267-5440-3810,1
D-8652140,HZDW9035,7696-6896-4284-157,1
D-8653926,TNBT3551,7696-2104-2212-4705,1
D-8661579,VORG8052,7696-315-5059-138,1
D-8663779,DAUG5605,7696-9372-7509-6081,1
D-8667797,DZMZ2170,7696-7666-8091-1204,1
D-8677039,EJLH2358,7696-3836-5623-4238,1
D-8677460,MYOC9997,7696-6983-8029-72,1
D-8689217,HRLT4812,7696-3650-5937-4906,1
D-8691730,NOIQ9425,7696-6543-4396-2557,1
D-8696320,KXUI4860,7696-4126-672-7096,1
D-8708332,CXDF8121,7696-6627-2067-8799,1
D-8718953,RRYW4693,7696-9707-6367-213,1
D-8721119,IKYV5392,7696-848-3627-8704,1
D-8721522,WQRK3481,7696-9496-2506-1391,1
D-8735366,IEYX7686,7696-728-5140-7367,1
D-8736475,GZUT9221,7696-4153-2936-7846,1
D-8746232,CWFC2425,7696-3817-3290-2507,1
D-8748524,SWPA6875,7696-1269-8072-4324,1
D-8755908,VPNA2636,7696-5695-6637-7757,1
D-8763910,RABO1308,7696-7023-6196-2339,1
D-8764527,WXIN2020,7696-4998-9124-5679,1
D-8766460,HYZK1215,7696-9993-3780-9301,1
D-8770194,QCNN3476,7696-9082-9463-161,1
D-8775645,RHQE5607,7696-458-1742-2059,1
D-8786701,XUXZ1216,7696-6756-9463-7269,1
D-8788627,SSTY8978,7696-8504-2584-6888,1
D-8792800,BOVZ3615,7696-4149-9602-9708,1
D-8799069,NIHZ5421,7696-9288-8383-2521,1
D-8800705,JQDD7704,7696-9882-2428-998,1
D-8811226,DOHJ9028,7696-3724-9590-2546,1
D-8825260,WGOZ9988,7696-2052-3806-734,1
D-8827303,JIHA8333,7696-2175-3401-1523,1
D-8847908,KGJM8696,7696-6757-6951-6587,1
D-8857183,JJJT2026,7696-3319-5945-6745,1
D-8868645,QAYD9175,7696-5376-5868-280,1
D-8871886,OMFH3639,7696-1434-9288-3061,1
D-8872237,QJSL6352,7696-3521-6309-5720,1
D-8879796,GAIT4619,7696-9414-5751-3288,1
D-8891156,ETBW4641,7696-7759-386-9358,1
D-8893712,UHLF6232,7696-3725-5017-7139,1
D-8894164,AXAS2282,7696-6935-9175-2100,1
D-8901334,RXVP2071,7696-890-5056-2738,1
D-8917245,ZJJJ7374,7696-6629-321-262,1
D-8919662,IITP2589,7696-9166-1050-6513,1
D-8922277,FDIW7228,7696-6326-5899-8471,1
D-8934047,AOFZ6976,7696-5129-3245-9371,1
D-8945863,LZDL4479,7696-8917-8964-9297,1
D-8966030,EZPA2156,7696-5196-9081-7485,1
D-8980684,ZBFN1926,7696-6937-5348-6791,1
D-8992818,JAPC1547,7696-5321-3912-1288,1
D-9002649,KBQU1568,7696-9240-6635-2466,1
D-9020678,WWAX8348,7696-7245-2653-7446,1
D-9023976,WIPC2750,7696-9411-5050-5483,1
D-9029442,XWFB2228,7696-3736-5791-7673,1
D-9032045,FMCP3916,7696-366-1452-6263,1
D-9039668,XAMH9718,7696-5282-3359-6958,1
D-9040271,LVQG5053,7696-8593-6779-7111,1
D-9048010,XERK4483,7696-2638-8260-5674,1
D-9050853,RVFT9895,7696-4781-8345-857,1
D-9062083,KUOE6213,7696-4158-9991-3986,1
D-9070868,UPEX4913,7696-5641-2997-106,1
D-9072783,DDOI1785,7696-1449-6250-9958,1
D-9076392,ATUN4659,7696-942-3029-2529,1
D-9076914,KVSH8049,7696-5615-7305-7182,1
D-9080020,WLON8137,7696-3465-9863-2099,1
D-9083600,JEVK9119,7696-8969-4567-6468,1
D-9089619,INWS6375,7696-1490-3015-4237,1
D-9092310,FFQN6910,7696-9054-3367-9553,1
D-9094339,CNXT3338,7696-3448-8756-9363,1
D-9113069,REYS7825,7696-4625-7730-8838,1
D-9119517,YYOS4654,7696-7506-8836-1256,1
D-9125786,NMHJ7879,7696-8107-2319-9188,1
D-9126311,OBYH7525,7696-2915-4434-1817,1
D-9126712,UUOQ1906,7696-4378-5953-2957,1
D-9127277,FSWS6638,7696-1445-1893-6321,1
D-9127347,RVGX4987,7696-9710-9643-1100,1
D-9136199,MWIH6450,7696-5301-2725-2279,1
D-9147811,IKZI7072,7696-5776-1329-1900,1
D-9148575,EUZM1422,7696-5389-4612-5557,1
D-9161713,BHCE6171,7696-4719-6512-2096,1
D-9162913,FQDS1774,7696-969-3138-422,1
D-9163102,NBSI9636,7696-4743-4059-1446,1
D-9163738,IUHF3780,7696-3057-3732-2878,1
D-9176280,ZJMW7535,7696-5893-4851-3754,1
D-9183349,RLHT7374,7696-1847-5878-6832,1
D-9190440,BOMD4871,7696-9196-4287-1081,1
D-9195726,YUSQ8941,7696-6847-6126-5099,1
D-9195800,BSDE7377,7696-7638-4859-7679,1
D-9200636,IOOV7697,7696-7455-6617-7662,1
D-9202085,LYQH2038,7696-3868-9587-3465,1
D-9202679,KQBJ6955,7696-4500-9965-4185,1
D-9203214,CMPD3113,7696-4915-3519-2653,1
D-9207207,VSFT1376,7696-5443-4535-8697,1
D-9209357,MXMG6925,7696-9329-4956-4398,1
D-9216478,VRDU3534,7696-6947-1424-3136,1
D-9224579,NJIV5696,7696-9259-3210-5602,1
D-9228577,ANFR2824,7696-5637-4110-6882,1
D-9228886,YETU2523,7696-6282-6315-8494,1
D-9235001,ZKRE7296,7696-9496-9835-8404,1
D-9239476,TATS2799,7696-6204-8681-8257,1
D-9248447,BQSD8788,7696-9725-8662-3840,1
D-9259531,IPJR6750,7696-5012-3957-4840,1
D-9261814,MARD9102,7696-3615-1094-6427,1
D-9261833,BTLD8890,7696-6558-7029-6997,1
D-9262920,YZLC5248,7696-4212-1609-5783,1
D-9267747,YEKA5793,7696-4665-295-6780,1
D-9280675,ODPL5192,7696-7960-6036-4861,1
D-9305593,NRBZ9648,7696-9120-6296-4971,1
D-9324237,JJQT9088,7696-4526-8691-9932,1
D-9330501,RJBZ9041,7696-3191-2212-2145,1
D-9330779,TPOI2180,7696-5842-3621-8901,1
D-9340527,QNYG8816,7696-7326-5600-7818,1
D-9348857,RSBS9574,7696-7914-1609-9745,1
D-9367529,LXAV8171,7696-2916-7061-166,1
D-9370003,YGZS5606,7696-7271-409-2689,1
D-9375805,EVBJ5572,7696-2858-6903-6445,1
D-9378088,UEUD1822,7696-3426-704-252,1
D-9380221,JMWS6680,7696-2876-2681-2910,1
D-9380549,KUBK1426,7696-2082-7654-5532,1
D-9383724,PIEC6893,7696-2436-6179-457,1
D-9386522,HZLO4956,7696-5522-542-6844,1
D-9390924,KNZY1791,7696-2606-529-9501,1
D-9405199,EWQA5483,7696-8665-6068-2520,1
D-9405621,JTFG9340,7696-9213-665-560,1
D-9407491,UETG1872,7696-7068-2255-1270,1
D-9409155,LHBC8012,7696-3976-7868-4400,1
D-9433713,SBQP2525,7696-2656-626-1150,1
D-9445953,VTRC2981,7696-2594-5473-287,1
D-9451973,KYJX9748,7696-4150-4636-9595,1
D-9455810,NCHM3085,7696-7632-6945-6573,1
D-9461480,CVEO3014,7696-31-6713-9653,1
D-9462293,JQKM1649,7696-7589-5179-7853,1
D-9466555,SJJU6664,7696-5182-1328-3952,1
D-9467172,FOZT3617,7696-2556-9319-104,1
D-9471608,TJPL3525,7696-5764-7057-9948,1
D-9480491,AVHV9286,7696-543-4898-3826,1
D-9485256,IONX3597,7696-6522-7501-2049,1
D-9499450,JRSM6963,7696-9705-7588-9813,1
D-9506303,RGXE3942,7696-1433-688-7628,1
D-9507816,ITLP6411,7696-6743-2770-3838,1
D-9511543,TBGW6099,7696-6314-2005-3008,1
D-9524146,FYXW4336,7696-7335-3698-5360,1
D-9530884,DMTS5485,7696-8588-7828-1337,1
D-9541299,BWJS9648,7696-7572-541-3397,1
D-9546964,SNXZ2400,7696-1587-5557-1842,1
D-9548604,KECX5887,7696-2745-8838-3087,1
D-9555383,QNPZ4704,7696-7170-24-5354,1
D-9584921,QVUH6729,7696-1568-6808-4183,1
D-9591184,PUHE6636,7696-9001-5892-4794,1
D-9594071,EITF1832,7696-4512-6314-1045,1
D-9600222,MQLD4395,7696-639-128-6514,1
D-9601131,UUYP9257,7696-9918-3164-7976,1
D-9604243,HUOA6765,7696-2967-9814-4889,1
D-9606713,SRHU4511,7696-2954-2533-1877,1
D-9607416,XDNT8867,7696-6672-1390-3560,1
D-9610260,RFDS9189,7696-4853-3177-730,1
D-9613624,HVXP5636,7696-9533-7546-3319,1
D-9617065,ASUS7308,7696-4237-2554-8430,1
D-9620370,FHDC3664,7696-3568-9029-9261,1
D-9644156,RRTD1579,7696-4493-5092-7438,1
D-9646942,TRFJ2645,7696-5592-1479-9389,1
D-9662368,BZFI5616,7696-7687-7925-9712,1
D-9664295,SCMF7304,7696-2797-1668-9374,1
D-9664736,CLFS1438,7696-3549-2009-1288,1
D-9668782,CIDT5441,7696-4376-1759-1492,1
D-9673840,TEJH5517,7696-542-4402-6080,1
D-9684909,TUXK3126,7696-1317-954-6486,1
D-9691968,JSWA2091,7696-5448-5469-1080,1
D-9697248,UNYY2862,7696-2466-8506-2692,1
D-9723247,JGUZ1604,7696-7236-9789-7098,1
D-9731152,RPXH7077,7696-4696-6260-5099,1
D-9736869,IZUZ4211,7696-8179-3345-4436,1
D-9749505,SOCI8824,7696-7152-9561-3559,1
D-9749854,WXZC7561,7696-5951-1318-3032,1
D-9750648,DYGD5930,7696-5804-6097-8601,1
D-9756293,WDLF1357,7696-5441-5134-6504,1
D-9757852,MXVV8013,7696-8212-278-6681,1
D-9762370,ZSNA6532,7696-1229-2164-6428,1
D-9781869,EEDI8951,7696-8354-354-2508,1
D-9784766,RVZP6720,7696-5212-7413-9795,1
D-9791322,TRSC7675,7696-5261-4812-2266,1
D-9803395,UGKC5849,7696-5306-333-9287,1
D-9812019,EOAU2056,7696-8923-7495-2465,1
D-9824371,UQYW4019,7696-6301-6075-353,1
D-9827024,GCHJ3080,7696-7439-7070-8661,1
D-9838270,IOVY5982,7696-2892-3991-6948,1
D-9850082,BUET3548,7696-1537-5877-5506,1
D-9855545,XDEO4861,7696-8025-9227-551,1
D-9856612,MCPI5520,7696-758-8305-1756,1
D-9857492,XFMT8657,7696-9377-4938-41,1
D-9863211,YFSG2708,7696-1394-1315-1662,1
D-9866002,XKXB9058,7696-1076-3586-2622,1
D-9871858,KZGX3663,7696-1762-7933-7209,1
D-9877986,BJYJ3423,7696-6564-8779-8503,1
D-9884311,BBBR5654,7696-2751-8754-8164,1
D-9890508,OIEX6655,7696-1177-8307-7897,1
D-9890551,PPNK5101,7696-9079-9335-5073,1
D-9891172,LQIN6995,7696-8320-5268-7333,1
D-9913295,PSPK1607,7696-265-2579-6679,1
D-9913667,GIGE6665,7696-342-5710-4282,1
D-9920409,LBVL2498,7696-7256-9439-7802,1
D-9930407,ROGO1551,7696-2553-2597-3829,1
D-9935138,AEAT5827,7696-6591-382-3535,1
D-9936946,UYVG5267,7696-9903-4690-6087,1
D-9947517,VQTX4323,7696-8691-8555-1327,1
D-9962770,XQNZ1721,7696-8003-1545-256,1
D-9975482,SHJH4453,7696-3346-1818-5175,1
D-9985565,XZUU1603,7696-5897-9178-6694,1
D-9989201,KCHY3739,7696-3899-6386-7075,1
D-9998087,RWEO6480,7696-629-6142-7833,1
E-1115044,CPRP3311,2041-7011-9999-2824,1
E-1128776,WODW2079,2041-210-1971-891,1
E-1134288,ISAQ2787,2041-4899-7460-4637,1
E-1138934,SGYN5949,2041-520-3575-7112,1
E-1142396,IEGW6667,2041-1815-4090-9445,1
E-1146119,AKSD3203,2041-9275-9484-5584,1
E-1152759,NFEU3265,2041-2687-7862-2577,1
E-1153293,JDYZ2925,2041-2743-8077-7397,1
E-1157484,KFWL7431,2041-3596-1872-4021,1
E-1159514,ZQLT9236,2041-5741-1266-1115,1
E-1161156,JWGC6133,2041-7027-4101-4690,1
E-1164938,JJIJ2776,2041-9355-382-4935,1
E-1166998,HBOK4430,2041-5603-7172-1110,1
E-1169176,TQEZ8884,2041-7549-2545-7713,1
E-1179193,TFRK7936,2041-6558-4512-6790,1
E-1184214,HYPK5052,2041-8154-2295-7214,1
E-1191022,IULW6134,2041-6350-8965-897,1
E-1212854,VIFT9909,2041-2497-5098-7594,1
E-1217575,DCAR7170,2041-1270-2515-6017,1
E-1237442,GQBL7287,2041-3645-9755-2276,1
E-1244098,AQNR1774,2041-2452-1611-6952,1
E-1246190,YVZC9767,2041-2101-1686-7980,1
E-1247949,ZSHW3279,2041-9238-910-3714,1
E-1251986,OMEY5956,2041-7483-8588-3946,1
E-1257448,WFHE8322,2041-8747-6960-2261,1
E-1258598,RPQT3422,2041-7745-8615-8808,1
E-1264367,MSGB7387,2041-5887-145-5707,1
E-1281030,XREA5520,2041-8130-6076-9764,1
E-1283634,RUXO7119,2041-8583-6819-1726,1
E-1284341,QBBH9210,2041-5197-2673-8372,1
E-1289392,URCZ5670,2041-4029-8693-5494,1
E-1291921,XPHY7635,2041-9722-7212-5526,1
E-1300938,EEUU6486,2041-9792-3680-5428,1
E-1308992,OIMO9571,2041-1423-3149-7944,1
E-1312903,KMEO4762,2041-702-6874-9395,1
E-1319622,BSOG6353,2041-7237-7771-184,1
E-1320878,ALVI7679,2041-1300-6321-1197,1
E-1323710,INQI3604,2041-675-6315-7596,1
E-1325523,QMWK3608,2041-8853-476-201,1
E-1326969,JFGX4907,2041-1249-2110-2630,1
E-1335325,RWDM8264,2041-4496-7816-1785,1
E-1346510,RXDG2457,2041-5473-2572-1549,1
E-1354088,EHNI5707,2041-6457-4741-6148,1
E-1373626,WRUY8723,2041-4383-247-7238,1
E-1395519,CKYS4959,2041-9956-4515-2554,1
E-1404767,SXTK2075,2041-6530-9627-3373,1
E-1407809,YJCP4346,2041-2751-338-9442,1
E-1421163,XGWN7434,2041-8843-3836-1196,1
E-1422036,EVTD5367,2041-1217-2673-8606,1
E-1422036,EVTD5367,2041-2076-4131-1867,0
E-1436767,DLHA3995,2041-993-6848-5121,1
E-1442115,BDKB3320,2041-7819-2176-1976,1
E-1457055,ICEK2208,2041-9138-8726-618,1
E-1462018,FDEK5463,2041-9702-8681-8443,1
E-1465380,IMJU3349,2041-7234-8743-3014,1
E-1474513,LVYU9293,2041-8145-2986-2135,1
E-1485785,TGGJ4799,2041-2152-1592-4974,1
E-1488779,SWUQ5809,2041-3939-1595-1483,1
E-1503288,DEWU5987,2041-4163-2777-7325,1
E-1506155,OXSC2694,2041-5042-8787-2339,1
E-1534303,XWGG6667,2041-8623-6473-4120,1
E-1553236,CIXU6462,2041-577-71-7088,1
E-1557409,RIUK4127,2041-7980-5025-9038,1
E-1566814,ZZKV9980,2041-1132-314-374,1
E-1567475,PYBH4755,2041-6911-6612-9084,1
E-1570123,UKPI3142,2041-3926-286-4255,1
E-1580819,NDSU3543,2041-3258-911-9338,1
E-1584691,IDFL7539,2041-1765-7077-1133,1
E-1590979,EHZB4025,2041-5550-794-9558,1
E-1590979,EHZB4025,2041-8170-8711-5517,0
E-1617296,OVNL5506,2041-2993-4033-560,1
E-1626849,HFLN8568,2041-199-4077-6165,1
E-1629981,TLGD5736,2041-762-699-610,1
E-1632088,RWNG2678,2041-63-365-3759,1
E-1634442,HPSN2865,2041-2805-7521-4427,1
E-1639844,RMIV3719,2041-6707-6165-7986,1
E-1644248,BNLG8737,2041-9654-8670-476,1
E-1651414,AFNW6198,2041-2345-3563-3759,1
E-1655004,AXCD7457,2041-783-3367-1639,1
E-1656106,RLMF4801,2041-7543-607-5028,1
E-1656736,AGCH6793,2041-4129-9516-3321,1
E-1665356,JYYY2316,2041-6918-3849-2721,1
E-1670840,PBCL5593,2041-4428-9025-6857,1
E-1682046,EWAU6597,2041-4-5423-208,1
E-1683842,SDUE8042,2041-8147-9237-6275,1
E-1689356,BLPS7946,2041-5133-1593-3952,1
E-1699425,JLKJ3981,2041-8631-5674-7832,1
E-1704140,RDWJ9966,2041-907-4866-8210,1
E-1718059,EHUI2587,2041-6543-3772-1369,1
E-1721095,VIPE9881,2041-6525-7938-8692,1
E-1727374,PAUI1201,2041-2489-4086-7795,1
E-1727672,XPKF7908,2041-6185-8307-5839,1
E-1732061,JFBM9543,2041-4298-5909-1105,1
E-1732205,RBDE7388,2041-6113-3123-9879,1
E-1736904,YWYK8848,2041-5466-5802-1402,1
E-1739062,ZRCZ7726,2041-8982-7331-7914,1
E-1749634,MRWY3202,2041-6895-2753-1338,1
E-1754504,RSKZ3802,2041-1408-8012-3929,1
E-1773270,PVUE8955,2041-649-4527-2078,1
E-1784627,OTLL9105,2041-5893-5953-7978,1
E-1799408,ABTC7999,2041-4338-858-7783,1
E-1812630,JNGF2736,2041-2693-8983-6637,1
E-1828842,NMYS8275,2041-8827-9873-4518,1
E-1841275,HIZF6861,2041-9649-5860-5353,1
E-1850851,VNPH8507,2041-8027-1698-1873,1
E-1856428,NNTN9197,2041-3237-8640-6693,1
E-1859207,HYCM4353,2041-4398-2208-1792,1
E-1859548,RDSS6894,2041-4399-4521-2503,1
E-1882189,JXNF7126,2041-6143-3532-1771,1
E-1899507,NXDF8883,2041-6579-6690-1744,1
E-1908572,FTWZ2155,2041-3782-3002-204,1
E-1911116,FHUS8479,2041-3455-5633-2453,1
E-1913889,FZNQ1265,2041-4847-6240-4290,1
E-1922772,OFGK8835,2041-3669-519-3355,1
E-1931042,HTJG7931,2041-8370-9023-8974,1
E-1933545,DHGN5371,2041-2398-2218-3326,1
E-1934072,HNNO9244,2041-1537-6649-6460,1
E-1938599,KCSK9101,2041-7573-102-8335,1
E-1977029,IQFS9499,2041-5726-7332-2445,1
E-1984230,EURS3754,2041-1370-7515-5391,1
E-1985433,SHPW2115,2041-2204-2356-5782,1
E-1990126,WDGV6264,2041-2457-8240-9114,1
E-1998792,QHNU2701,2041-7045-7478-6221,1
E-2001994,CORM3561,2041-1789-6244-7709,1
E-2004275,IKTO6066,2041-4089-4442-7364,1
E-2010745,YBCZ2861,2041-7586-2739-5160,1
E-2017158,SDMY8399,2041-7038-1736-7741,1
E-2029703,WIQH8860,2041-4022-9268-6590,1
E-2034208,HFTT4525,2041-5378-3325-4717,1
E-2035359,UNWS7655,2041-8336-4877-9744,1
E-2040264,ZGVT4455,2041-9653-9387-2777,1
E-2050934,ORVI1348,2041-220-8717-6873,1
E-2050934,ORVI1348,2041-7516-8813-6492,0
E-2055153,LSDB6821,2041-2348-8853-6059,1
E-2056732,GJZB3300,2041-429-192-9777,1
E-2060495,FIAW3025,2041-2183-1977-3459,1
E-2060895,IMKB3418,2041-8169-9923-9184,1
E-2092108,JIYZ5873,2041-2953-7575-2076,1
E-2105056,KRFG7792,2041-4514-5838-3824,1
E-2111381,JLYH9224,2041-7244-5128-3063,1
E-2117020,LZCG9713,2041-5942-6642-4595,1
E-2121564,NYWF9755,2041-6784-7500-8856,1
E-2128395,DNSQ5523,2041-7669-2177-8422,1
E-2128966,PPWC3930,2041-7974-5228-4812,1
E-2133629,NBSK3819,2041-7925-9302-3065,1
E-2138711,AQDQ1884,2041-5409-7632-8058,1
E-2144964,BQQO4865,2041-9705-9546-45,1
E-2146452,TJAS2471,2041-3682-9410-8322,1
E-2153080,MDWZ8905,2041-8289-8832-1842,1
E-2157798,PGSX9574,2041-7074-6438-4379,1
E-2160921,BAHR7399,2041-3889-4750-3243,1
E-2160921,BAHR7399,2041-5861-6319-9269,0
E-2164895,CERC5709,2041-2939-1899-809,1
E-2176694,LENQ9935,2041-8262-804-2805,1
E-2178710,FKPF4687,2041-2768-5973-2293,1
E-2187948,DKMN5687,2041-696-5711-4477,1
E-2192514,ZOAA2124,2041-7912-9457-6883,1
E-2201037,SXBZ5631,2041-9351-5951-7106,1
E-2206592,PUNA9530,2041-9672-7897-5908,1
E-2206997,OPUG4903,2041-6351-2963-4898,1
E-2212508,CTTF7427,2041-9482-5595-434,1
E-2218516,HOSR6076,2041-4955-4818-3997,1
E-2221151,QNHX6927,2041-3127-2088-1572,1
E-2224301,MWJQ5877,2041-9737-5428-1853,1
E-2241732,LETE1631,2041-473-9307-4612,1
E-2245464,SAHV3683,2041-1882-105-6010,1
E-2247235,WLOU6899,2041-8466-2436-6441,1
E-2251606,YMZU5735,2041-3741-5914-5490,1
E-2269361,LXQT8343,2041-1569-9165-2714,1
E-2276690,AJYJ5956,2041-5666-8744-9624,1
E-2285782,YTFY8227,2041-6787-1402-2552,1
E-2290716,OXDO9952,2041-8006-45-5296,1
E-2300461,OYVY4580,2041-912-1940-5478,1
E-2304558,AUQF5237,2041-8999-4140-1089,1
E-2317014,HFGI9590,2041-7496-5792-9742,1
E-2325201,MKNA6599,2041-9429-4293-2169,1
E-2339398,CKXU8061,2041-2239-6853-9791,1
E-2345980,UFTE3249,2041-609-9203-1165,1
E-2346903,OGTN9549,2041-6964-2742-6515,1
E-2349094,PLDU1518,2041-6932-9424-4918,1
E-2357277,GDEY5248,2041-8000-8485-4723,1
E-2359045,JAMP5047,2041-5176-116-946,1
E-2362202,EEBQ7878,2041-8436-5188-4750,1
E-2367349,QXHK4730,2041-8287-2554-554,1
E-2368279,AFOK6653,2041-5921-9143-3415,1
E-2379622,PGMH6464,2041-9125-2966-7367,1
E-2381326,YUJV6951,2041-3543-9261-6736,1
E-2384420,EZDO9451,2041-1313-3947-970,1
E-2384740,DELL9784,2041-2406-4182-5843,1
E-2386102,DNJW3478,2041-5547-7265-8452,1
E-2388369,RLFR3243,2041-6471-9681-5459,1
E-2390519,XUQY4859,2041-4797-5907-3996,1
E-2395751,YOVY2166,2041-4540-2712-1436,1
E-2407267,MPHE3668,2041-1872-5535-3290,1
E-2424098,KBEW6887,2041-8333-7375-9274,1
E-2428751,XGUO2474,2041-4859-5325-7784,1
E-2432712,NEQC5427,2041-4137-3709-3394,1
E-2436831,IYEN8448,2041-5419-6638-1736,1
E-2439747,ANDT8134,2041-6212-4287-6905,1
E-2446080,VTPB5734,2041-415-307-9729,1
E-2453923,RFKF4040,2041-9289-1712-7410,1
E-2465280,IHZL5420,2041-4027-5817-7735,1
E-2483970,PLRE9013,2041-8914-9451-7773,1
E-2488273,SILI8739,2041-5890-9311-1437,1
E-2491479,PWJV4395,2041-8706-5203-5050,1
E-2505742,XUDS3766,2041-9943-7003-9241,1
E-2511335,BIDN4948,2041-6948-1359-2690,1
E-2517640,LMTV2847,2041-4045-8845-6446,1
E-2518904,DJXU1244,2041-4747-2316-8789,1
E-2524697,ZNSM5262,2041-154-2545-672,1
E-2528129,ZHTN8376,2041-2684-5637-9622,1
E-2541756,NBAK3911,2041-9814-8950-1229,1
E-2545267,GYAT5191,2041-2349-6122-4504,1
E-2550175,MMCM7274,2041-4603-8657-4765,1
E-2557414,ZADY1190,2041-9230-9409-5676,1
E-2570807,UROE5288,2041-8935-9206-5298,1
E-2581245,ECFT8104,2041-9735-7662-946,1
E-2583263,SCRO8988,2041-2074-2135-5278,1
E-2589035,JOOO4872,2041-5784-3193-4048,1
E-2595109,KWLZ8647,2041-5703-9419-2940,1
E-2599190,XVVS7848,2041-199-4304-6031,1
E-2602103,OLIM6212,2041-8320-77-5056,1
E-2605997,EYFR6567,2041-3596-6753-3276,1
E-2612943,PVRA2085,2041-1482-4219-9338,1
E-2612943,PVRA2085,2041-776-1156-402,0
E-2617656,PGQD9248,2041-6115-9418-176,1
E-2627080,FMMK4240,2041-6304-9605-707,1
E-2630467,WSHK1972,2041-4651-609-8411,1
E-2634638,CKBT2518,2041-2918-3936-8858,1
E-2634724,LXTA7642,2041-390-2945-4034,1
E-2646516,DRXN5748,2041-8846-4242-5362,1
E-2690476,XAIQ6609,2041-4592-8091-8344,1
E-2693306,LFXD7994,2041-3664-5376-1846,1
E-2693868,DNUA9123,2041-5598-7961-3050,1
E-2694108,UNAE9609,2041-903-2850-1582,1
E-2696134,DJDA5204,2041-8707-8653-7299,1
E-2699414,SHWP2385,2041-3148-6066-4922,1
E-2716417,CLWO3605,2041-1680-1828-8787,1
E-2717500,GOTU2478,2041-7110-6028-7898,1
E-2718851,CNSK5877,2041-3512-5201-7208,1
E-2739441,IMUR4685,2041-3600-1842-672,1
E-2748494,EZTU9000,2041-3279-9852-2798,1
E-2751483,SMMP4537,2041-8077-8642-4046,1
E-2772663,XLQZ8835,2041-3121-408-1633,1
E-2791060,UVTP7508,2041-1276-8718-4696,1
E-2794850,KMME6344,2041-2471-5488-3571,1
E-2796017,GBBC3692,2041-5998-6983-6635,1
E-2798336,QNET4532,2041-5142-8196-9232,1
E-2801220,ASVX3180,2041-3784-9925-9534,1
E-2818265,UJJQ7682,2041-7690-2399-4768,1
E-2822712,LXNZ3492,2041-9908-2825-8279,1
E-2827481,CXZZ1749,2041-7179-7329-1979,1
E-2834362,QNGU1493,2041-663-7981-7151,1
E-2847185,YQGW4237,2041-9397-8795-555,1
E-2854206,ICRR3527,2041-8545-5528-1134,1
E-2857422,MUGZ4739,2041-4887-4588-8992,1
E-2868773,XROW6171,2041-7023-8422-2909,1
E-2877861,FMZL1123,2041-6054-8919-950,1
E-2882632,ZUDP8003,2041-3576-5168-6251,1
E-2883992,LTVM4897,2041-673-9613-5225,1
E-2891668,CGTM3241,2041-3805-9942-4532,1
E-2899249,DMQH5468,2041-6638-5527-358,1
E-2901642,YNGD5301,2041-9262-8153-557,1
E-2907984,DRVI3670,2041-2106-770-3279,1
E-2909931,OCXS2951,2041-1155-9961-6038,1
E-2911550,PBRN7659,2041-8184-9873-8098,1
E-2912433,RIMR4184,2041-1827-7640-1579,1
E-2914285,LFGI3389,2041-8254-7642-173,1
E-2914655,YFCD2666,2041-629-9189-4453,1
E-2922848,HUWV8708,2041-9832-8004-4715,1
E-2939664,JPWC3908,2041-6519-9145-8576,1
E-2942662,PUVU8392,2041-1586-3690-2491,1
E-2948185,NHPZ4779,2041-8626-1611-7908,1
E-2951268,SHBZ8227,2041-727-9314-7632,1
E-2953195,OBTW1563,2041-2697-5513-500,1
E-2953318,UXDL3083,2041-965-6861-7025,1
E-2956995,UYUE8153,2041-4729-4271-3717,1
E-2961136,XAVA7832,2041-2160-6804-4120,1
E-2985777,MJJH8855,2041-6109-6393-3721,1
E-2989584,NSUV7996,2041-4569-8494-9039,1
E-2992043,YZSV9125,2041-1237-8977-817,1
E-2994210,PITT8783,2041-7070-4729-9726,1
E-3000327,SMQW3828,2041-589-3246-3277,1
E-3005285,SZNO2234,2041-5781-8327-5669,1
E-3009259,NFRY1809,2041-4524-3075-1216,1
E-3012047,NCVE7883,2041-587-1145-2595,1
E-3026040,ZGPR4448,2041-4511-2646-5591,1
E-3031156,PSIP5448,2041-3193-7631-9747,1
E-3031733,PXLN1376,2041-1100-9813-9178,1
E-3036702,UAMF2242,2041-6702-8617-928,1
E-3039952,SCXP9611,2041-5638-4618-5800,1
E-3057883,FAKB3475,2041-5250-2223-4915,1
E-3063595,XKJP7911,2041-3430-4657-3075,1
E-3065119,OKOV6055,2041-9175-7069-7749,1
E-3073181,FTJJ9471,2041-3620-6452-4924,1
E-3076044,IFHF3383,2041-655-2610-9966,1
E-3078438,PLSG1848,2041-3745-5629-5188,1
E-3084784,NCLB8720,2041-6291-7452-3775,1
E-3092530,HEID6717,2041-2366-9173-8035,1
E-3094706,XEZB2814,2041-3897-7963-7753,1
E-3100845,TYAX4055,2041-6691-9558-2355,1
E-3106474,VBXH5392,2041-8176-373-4515,1
E-3116971,KWYU7618,2041-5673-2899-5486,1
E-3119048,NIEW9800,2041-2138-2528-3299,1
E-3123207,PLYX1378,2041-3169-6942-5520,1
E-3132299,UKFU7854,2041-1300-3452-5369,1
E-3143321,BXEO9693,2041-3466-7340-8236,1
